SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.4397626981355603,-1.1213208761868612,-1.4657201657443726,-0.9624428722317402,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.4397626981355603,1.5235600192799776,-0.24116937058335708,0.7596266392100277,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.4397626981355603,0.2214648092039954,1.3265888583234668,0.692923288201934,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
-0.4397626981355603,-0.7957970736678657,0.3119610566186257,-0.6189897087707968,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.4397626981355603,-0.5923446970934935,-0.1478702623806129,-0.5051048687727628,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.4397626981355603,1.6049409699097263,-1.292450393367848,-0.14024346112112582,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
-0.4397626981355603,0.9538933648717354,0.558537271154449,0.9768457398457232,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
2.273953666920022,0.9132028895568609,0.7917850416613091,1.0956658820393579,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
-0.4397626981355603,0.9945838401866098,-1.5173678863566058,-0.5001695665771623,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2.273953666920022,0.9538933648717354,1.1616493634650447,1.4909287512158937,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
-0.4397626981355603,-1.1620113515017356,-0.6343584694377783,-0.9274570633340391,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2.273953666920022,0.2214648092039954,0.9900456465921403,0.5901593291513197,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
-0.4397626981355603,-1.284082777446359,-1.525698163874708,-1.003943280027634,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
-0.4397626981355603,-0.9585589749273634,0.3935977762960264,-0.7212930396164885,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.4397626981355603,-1.284082777446359,-0.3161418682462764,-0.988018704943163,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.4397626981355603,0.8725124142419864,0.49356110651325213,0.8776132636995163,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.4397626981355603,1.4421790686502287,0.8884162608712942,1.8060861820887275,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
-0.4397626981355603,-0.4295827958339957,-0.3444648118078235,-0.4952781337344116,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.4397626981355603,-0.38889232051912126,-1.3141091149149133,-0.7865706366569641,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2.273953666920022,-0.02267804268525128,-0.3461308673114441,-0.20953510394735653,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.273953666920022,-1.284082777446359,0.20366744888329782,-0.981175085898597,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.4397626981355603,1.5642504945948519,1.3032640812727811,2.2187213149937772,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
2.273953666920022,-0.5923446970934935,0.5168858835639383,-0.3931064109472692,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.4397626981355603,0.6690600376676142,0.6435061018390908,0.768422444456409,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
-0.4397626981355603,-0.8364875489827401,-1.2874522268569866,-0.8742216036508286,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
-0.4397626981355603,0.09939338325937205,-1.4840467762841973,-0.6792661995863973,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
-0.4397626981355603,1.116655266131233,1.321590691812606,1.766208940348276,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2.273953666920022,1.5642504945948519,1.1383245864143585,2.1522373107499324,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
-0.4397626981355603,0.7911314636122375,0.04039400952849557,0.4485051887993736,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
-0.4397626981355603,-0.7957970736678657,-1.3341017809583586,-0.8665225322256919,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
-0.4397626981355603,1.5235600192799776,-0.0029234335656354964,0.9843254645066111,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-0.4397626981355603,-0.8771780242976146,-1.5157018308529855,-0.9144936695669285,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.4397626981355603,-1.2433923021314846,-1.4990412758167813,-0.9936559167843602,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.4397626981355603,0.058702907944497604,0.16534817230002777,0.04753930375236605,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.4397626981355603,0.3028457598337443,0.6268455468028865,0.537187085585208,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.4397626981355603,-0.8771780242976146,-1.4857128317878177,-0.9023637935039637,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
2.273953666920022,1.6049409699097263,-1.3574265580090448,-0.2320839513121444,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
-0.4397626981355603,1.0759647908163588,0.13535917323485985,0.7848953864515019,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True
-0.4397626981355603,0.7097505129824887,-1.5073715533348833,-0.5679038473772257,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
-0.4397626981355603,1.5642504945948519,1.1816420295084897,2.0719125256819817,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
-0.4397626981355603,-1.284082777446359,-1.5190339418602261,-1.0038555413219346,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.4397626981355603,1.6049409699097263,0.8984125938930166,1.8973563706926992,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.4397626981355603,-1.1620113515017356,0.3202913341367279,-0.880165900961974,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.4397626981355603,-0.14474946862987462,0.19866928237243636,-0.0998617218229015,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
-0.4397626981355603,-0.3075113698893724,-1.4957091648095404,-0.7770948564414113,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.4397626981355603,1.6049409699097263,-1.510703664342124,-0.3886098022801666,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
-0.4397626981355603,1.0759647908163588,-1.3341017809583586,-0.3497415556552598,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.4397626981355603,-1.284082777446359,-0.32114003475713765,-0.9880845089724377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
